EX_ID,QTY,VOL,WGT,ADDR,LAT,LON,VAN_ID
BJFHD20190603000605,3.0,0.08025,11.55,北京市东城区永定门西滨河路8号院中海地产广场东塔7层701,39.87664193362883,116.39598747643059,京LAS851
BJFHD20190603001304,1.0,0.02267,3.55,北京市朝阳区西大望路21号合生汇购物中心B2-M01号商辅,39.89982804467487,116.48545402954421,京LAS851
BJFHD20190603001308,2.0,0.0535,7.7,北京市榆垡镇东张华村军航一号门,39.48565836851075,116.36729999564736,京EAQ152
BJFHD20190605000224,70.0,3.3936,465.5,北京经济技术开发区西环中路6号,39.785705903609525,116.50587413073593,京PL1870
BJFHD20190605000264,20.0,0.9696,133.0,北京丰台区总部基地八区21号楼中移铁通智慧家庭支撑调度中心,39.828643967561334,116.29253625764619,京EAQ152
BJFHD20190605000479,1.0,0.02868,4.5,北京市朝阳区东三环环球金融中心东塔13层信泰保险,39.92451136941853,116.46619328144368,京EM0606
BJPSD20190605000140,25.0,2.29035,256.75,北京市海淀区中关村南大街甲6号铸诚大厦后院,39.97040998753921,116.33165103163658,京N3CW92
BJPSD20190606000005,100.0,2.444,415.0,北京市海淀区安宁庄西路上第moma21#B2—15,40.04935677816167,116.32944680640672,京PM1868
BJPSD20190606000008,41.0,2.2134400000000003,332.21000000000004,北京市海淀区芙蓉路芙蓉里小区土产公司一层,39.99484501425735,116.30698940580992,京EAY728
BJPSD20190606000009,20.0,1.0048,146.0,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京PM1868
BJPSD20190606000010,50.0,1.8586,266.0,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京PM1868
BJPSD20190606000015,20.0,1.0,151.6,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京PM1868
BJPSD20190606000016,20.0,1.0048,146.0,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京PM1868
BJPSD20190606000017,10.0,0.645,94.6,北京市海淀区中关村南大街甲6号铸诚大厦后院,39.97040998753921,116.33165103163658,京EAY728
BJPSD20190606000018,20.0,1.136,173.2,北京市海淀区苏州街18号长远天地大厦C座后院,39.98473844013585,116.31384435000402,京EAY728
BJPSD20190606000019,10.0,0.1125,23.7,北京市海淀区万泉河路56-1（稻香园南区西门往南20米路东）,39.98479057980036,116.30829897534508,京EAY728
BJPSD20190606000020,10.0,0.1125,23.7,北京市海淀区苏州街12号西屋国际B701,39.98670209794111,116.31283995461331,京EAY728
BJPSD20190606000021,20.0,1.0048,146.0,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京PM1868
BJPSD20190606000022,10.0,0.5599,90.5,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京PM1868
BJPSD20190606000024,100.0,2.785,524.0,北京市海淀区苏州街中关村公馆A209,39.98354813147782,116.31865899804583,京EAY728
BJPSD20190606000025,36.0,1.4166000000000003,207.18,北京市海淀区丹棱街16号海兴大厦,39.984121419133594,116.31654486477387,京HFV249
BJPSD20190606000026,32.0,1.2592,184.16,北京市海淀区丹棱街16号海兴大厦,39.984121419133594,116.31654486477387,京HFV249
BJPSD20190606000027,12.0,0.47219999999999995,69.06,北京市海淀区丹棱街16号海兴大厦,39.984121419133594,116.31654486477387,京HFV249
BJPSD20190606000028,4.0,0.02421,3.54033,北京市海淀区苏州街33号公寓 911室,39.982583677066515,116.31231813253578,京HFV249
BJPSD20190606000029,30.0,1.6797,271.5,北京北京海淀北京市 北京市 海淀区 海淀区芙蓉里小区,39.99484501425735,116.30698940580992,京N9UB75
BJPSD20190606000030,107.0,3.42292,493.7,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京N7FP16
BJPSD20190606000031,20.0,1.0048,150.2,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京N7FP16
BJPSD20190606000032,20.0,1.0048,150.2,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京N7FP16
BJPSD20190606000033,27.0,1.35648,200.67000000000002,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京N7FP16
BJPSD20190606000034,60.0,2.5335,391.5,北京北京海淀北京市 北京市 海淀区 海淀区知春路理想大厦,39.98266814149613,116.32819039859163,京N9UB75
BJPSD20190606000035,6.0,0.29112,45.43,北京北京海淀北京市 北京市 海淀区 海淀区芙蓉里海体家属楼15号楼2-001,39.99600463280941,116.30788087162175,京HFV249
BJPSD20190606000036,200.0,2.42,548.0,北京市海淀区中关村1+1大厦B3,39.99475104291933,116.32774606883892,京HFV249
BJPSD20190606000037,1.0,0.0126,2.7,北京市海淀区上地信息路22号实创大厦东区四层,40.04416016790722,116.31723375460845,京N7FP16
BJPSD20190606000038,40.0,2.2396,362.0,北京北京海淀北京市 北京市 海淀区 海淀区芙蓉里小区,39.99484501425735,116.30698940580992,京N9UB75
BJPSD20190606000039,100.0,3.935,565.0,北京北京海淀北京市 北京市 海淀区 海淀区西北旺冷泉东路库房,40.04685502201415,116.23790271788592,京N7FP16
BJPSD20190606000040,52.0,2.1957,339.3,北京北京海淀北京市 北京市 海淀区 海淀区中成大厦,39.9920883445681,116.31757237446365,京N9UB75
BJPSD20190606000041,200.0,2.28,470.0,北京市海淀区中关村北二街4号院水清木华园小区 5号楼3单元 B2-101,39.996038297968475,116.33519413272055,京N9UB75
BJPSD20190606000043,2.0,0.0212,4.9,北京北京海淀北京市 北京市 海淀区 北京市海淀区丹棱街16号海兴大厦,39.984225865363136,116.31631406403751,京N9UB75
BJPSD20190606000044,20.0,0.81575,120.39999999999999,北京市海淀区丹棱街16号海兴大厦,39.984121419133594,116.31654486477387,京N9UB75
BJPSD20190606000045,2.0,0.0212,4.9,北京北京海淀北京市 北京市 海淀区 北京市海淀区丹棱街16号海兴大厦,39.984225865363136,116.31631406403751,京N9UB75
BJPSD20190606000046,2.0,0.0212,4.9,北京北京海淀北京市 北京市 海淀区 北京市海淀区丹棱街16号海兴大厦,39.984225865363136,116.31631406403751,京N9UB75
CDFHD20190603001069,35.0,1.7584,273.0,北京市海淀区冷泉村89号库房（薛向阳）,40.036885008671774,116.22728652270797,京PM1868
HFFHD20190531000709,80.0,2.0344,363.2,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HFFHD20190531000710,50.0,1.2715,227.5,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HFFHD20190531000711,45.0,1.14435,204.75,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HFFHD20190603000312,45.0,0.5169999999999999,117.75,北京市海淀区知春路108号豪景大厦C座1005室,39.98138836223032,116.32867472809208,京PBA810
HFFHD20190603000315,3.0,0.03888,6.79,北京市海淀区上地三街9号嘉华大厦B座908,40.0424290057202,116.31544414228674,京Q7S2E7
HFFHD20190603000353,1.0,0.0138,2.15,北京市朝阳区建国门外大街二号北京银泰中心C座7~10楼,39.91366921434503,116.46603293391016,京LAS851
HFFHD20190603000390,1.0,0.02543,4.54,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000391,1.0,0.02543,4.54,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000392,1.0,0.02543,4.55,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000393,1.0,0.02543,4.55,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000394,1.0,0.02543,4.55,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000395,1.0,0.02543,4.55,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000396,1.0,0.02543,4.54,DOA-北京市朝阳区金盏乡黎各庄村沙窝北路256号，朝鑫东方物流园,39.981488433968444,116.64059900042238,京EM0606
HFFHD20190603000410,3.0,0.02146,3.13033,（新）北京市丰台区广安路9号国投财富广场1号楼11层,39.89754880564853,116.32918829564028,京E95505
HFFHD20190603000435,1.0,0.02487,4.53,北京市西城区菜市口大街甲2号院3-8号,39.89198692168419,116.38142189724753,京E95505
HFFHD20190603000444,1.0,0.01175,2.6,北京市西城区航空胡同40号院2号楼2单元302室,39.94464931497169,116.38023649329656,京E95505
HYFHD20190530001874,20.0,1.0048,133.6,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HYFHD20190530001875,30.0,1.5072,200.4,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HYFHD20190530001876,10.0,0.5024,66.8,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HYFHD20190531004420,40.0,2.0096,282.8,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HYFHD20190531004466,20.0,1.0048,141.4,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HYFHD20190531004467,10.0,0.5024,70.7,北京市通州区马驹桥镇物流产业园区融商四路六号 苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HYFHD20190603000275,45.0,0.11547,17.073349999999998,大兴魏善庄镇北京宇通物流院内（北京密码西南300米）,39.6868596480823,116.40523420306197,京EAQ152
HYFHD20190603000384,30.0,1.4544,199.5,北京经济技术开发区西环中路6号,39.785705903609525,116.50587413073593,京PL1870
HYFHD20190603000507,5.0,0.2933,44.65,北京市房山区燕山燕房路临99号中信建投,39.723915901475195,115.9811125164135,京EAQ152
HYFHD20190603001939,10.0,0.4848,67.0,北京市平谷区府前西街16号,40.14618113536042,117.11323718336293,京FBM153
HYFHD20190603002100,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002101,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002102,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002103,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002104,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002105,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002106,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002107,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002108,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002109,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002110,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002111,1.0,0.058660000000000004,8.93,北京北京市海淀区西北旺东路10号院W5联想邵昕cn13_527003,40.05660474337898,116.29055167619826,京ADV2858
HYFHD20190603002460,1.0,0.0011,0.215,北京北京海淀区西部旺路10号2号楼西区何 冰ncn27530001,39.96548984110075,116.3054340544974,京ADV2858
HYFHD20190603002464,1.0,0.00025,0.0617,北京北京市海淀区西北旺东路10号院2号楼W5袁 悦ncn13520002,40.05388906525049,116.28666997951332,京ADV2858
HYFHD20190603002687,20.0,1.0010999999999999,145.8,北京市朝阳区光华路5号院世纪财富中心2号楼16层,39.919609844984834,116.46292489745585,京LAS851
HYFHD20190603002734,17.0,1.43276,187.68,北京市海淀区苏州街大河庄苑4号楼三单元228室,39.98745186077544,116.31200003896147,京YK8178
HYFHD20190603002757,10.0,0.5866,86.5,北京市海淀区知春路63号中国卫星通信大厦B座26层,39.94506712721999,116.36568201267806,京PBA810
HYFHD20190603002764,1.0,0.058660000000000004,9.18,北京市朝阳区西大望路21号合生汇购物中心B2-M01号商辅,39.899836759890434,116.48528503582016,京LAS851
