EX_ID,QTY,VOL,WGT,ADDR,LAT,LON,VAN_ID
BJFHD20190603000657,1.0,0.02267,3.45,北京海淀区学院路30号北京科技大学国际处会议中心,39.99893276868462,116.36309754281059,京PBA810
BJFHD20190603001287,1.0,0.02847,4.05,北京市海淀区大大钟寺13号华杰大厦A座A308,39.97035631279564,116.34834224599535,京PBA810
BJFHD20190603001289,10.0,0.2267,34.5,北京市 海淀区苏州街18号长远天地B2座地下三层36号库房 冀云龙,39.984590071646416,116.31311471662472,京YK8178
BJFHD20190605000023,5.0,0.2424,33.25,北京市海淀区中关村南大街46号，中国气象局培训中心//羡小龙,39.955272874863695,116.33745954423361,京PBA810
BJFHD20190605000255,180.0,5.1624,765.0,北京市顺义区安南路68号民生银行总部基地,40.16828523583011,116.66823026101441,京N7FP16
BJPSD20190605000024,14.0,0.55097,85.33,北京市海淀区学院路30号实验楼510,39.99893276868462,116.36309754281059,京PBA810
BJPSD20190605000056,3.0,0.04269,7.815,北京市门头沟区新桥大街69号,39.94384522517538,116.10844584474032,京E95505
BJPSD20190605000057,20.0,1.1732,162.8,北京海淀区中关村东路89号恒兴大厦20B,39.98871632260247,116.33936156960856,京N0CW85
BJPSD20190605000058,1.0,0.02543,4.73,北京市海淀区中关村西区丹棱街海兴大厦B1联想分销中心,39.984121419133594,116.31654486477387,京YF7175
BJPSD20190605000061,50.0,1.9865,301.0,北京北京海淀北京市 北京市 海淀区 海淀区芙蓉里小区,39.99484501425735,116.30698940580992,京MAM168
BJPSD20190605000062,10.0,0.5599,90.5,北京北京海淀北京市 北京市 海淀区 海淀区芙蓉里小区,39.99484501425735,116.30698940580992,京MAM168
BJPSD20190605000063,1.0,0.0052,0.9117,北京北京房山北京市 北京市 房山区 房山区燕山迎风街11号,39.73584177822386,115.96218370387687,京EAQ152
BJPSD20190605000065,4.0,0.04613,5.27333,北京市海淀区上地三街9号 金隅嘉华大厦 B座711,40.0428145642354,116.31435825262015,京Q7S2E7
BJPSD20190605000073,40.0,1.689,258.1,北京北京海淀北京市 北京市 海淀区 海淀区中关村东路怡升园6单元13层1212室,39.98555781257193,116.3411804154865,京N0CW85
BJPSD20190605000074,4.0,0.02354,4.1133299999999995,北京市海淀区上地南路6号院1号楼底商,40.03570726833315,116.32506709633348,京Q7S2E7
BJPSD20190605000081,10.0,0.10900000000000001,18.45625,北京市北京海淀区知春路111号理想大厦地下二层（嘉运达库房）,39.98266814149613,116.32819039859163,京PBA810
BJPSD20190605000089,2.0,0.10048,14.84,北京北京海淀北京市 北京市 海淀区 海淀区知春路理想大厦,39.982607071766594,116.32824598393998,京PBA810
BJPSD20190605000090,40.0,1.6434000000000002,216.6,北京市海淀区芙蓉里南街6号院百环公寓  604室 18310045205 胡师傅,39.99271309676544,116.30872302046107,京MAM168
BJPSD20190605000091,10.0,0.10900000000000001,18.45625,北京市北京海淀区知春路111号理想大厦地下二层（嘉运达库房）,39.98266814149613,116.32819039859163,京PBA810
BJPSD20190605000092,10.0,0.138,29.8,北京市海淀区中关村海淀南路丹棱街16号海兴大厦北侧地下一层,39.984225865363136,116.31631406403751,京YF7175
BJPSD20190605000102,50.0,0.7115,144.0,北京市丰台区长安路小井村292号,39.8851070781881,116.30330962215277,京EAQ152
BJPSD20190605000103,5.0,0.3225,47.3,北京市海淀区西北旺镇冷泉东路100号北3库,40.036053055654946,116.24037238790245,京Q7S2E7
BJPSD20190605000105,2.0,0.0259,4.96,北京市海淀区丹棱街16号海兴大厦B座B1层（合力创新）,39.984475423353615,116.31651557013289,京YF7175
BJPSD20190605000111,40.0,1.689,261.0,北京北京海淀北京市 北京市 海淀区 海淀区百环公寓1层,39.99271309676544,116.30872302046107,京MAM168
BJPSD20190605000113,2.0,0.11198,17.52,北京市海淀区丹棱街16号海兴大厦,39.984121419133594,116.31654486477387,京YF7175
BJPSD20190605000117,11.0,0.9027700000000001,88.88,北京市海淀区苏州街75号鼎均大厦3120,39.97945359106418,116.311194776343,京YF7175
BJPSD20190605000118,60.0,2.5335,391.5,北京北京海淀北京市 北京市 海淀区 海淀区百环公寓1层,39.99271309676544,116.30872302046107,京MAM168
BJPSD20190605000130,20.0,0.7870999999999999,121.9,北京市东城区珠市口东大街7号中国新闻大厦409,39.89953422187349,116.41775337312377,京LAS851
BJPSD20190605000132,40.0,1.689,261.0,北京北京海淀北京市 北京市 海淀区 海淀区中关村北大街170号,39.99245248963299,116.32323537639013,京N3CW92
BJPSD20190605000133,40.0,1.5732,246.35,北京市海淀区丹棱街16号海兴大厦,39.984121419133594,116.31654486477387,京YK8178
BJPSD20190606000004,27.0,2.22408,253.22,北京市海淀区苏州街18号长远天地大厦C座后院,39.98473844013585,116.31384435000402,京EAY728
HFFHD20190603000307,1.0,0.019119999999999998,3.05,北京市海淀区苏州街长远天地大厦C座101,39.98473844013585,116.31384435000402,京YF7175
HFFHD20190603000316,1.0,0.01284,2.85,北京市通州区马驹桥物流基地兴贸一街14号京东商城华北维修中心,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000317,2.0,0.0216,5.2,北京市通州区马驹桥物流基地兴贸一街14号京东商城华北维修中心,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000326,1.0,0.02543,4.97,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000327,1.0,0.02543,4.97,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000328,1.0,0.02543,4.97,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000329,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000330,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000331,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000332,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000333,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000334,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000335,1.0,0.02543,5.01,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000341,1.0,0.0194,3.08,北京市朝阳区小营路17号金盟大厦6层（榴莲北京新仓）,39.99824707830906,116.4299740955528,京EM0606
HFFHD20190603000342,1.0,0.02543,4.55,DOA-北京市通州区马驹桥镇物流产业园区融商四路六号苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HFFHD20190603000343,1.0,0.02487,4.45,DOA-北京市通州区马驹桥镇物流产业园区融商四路六号苏宁二期,39.77131296926657,116.58730013538238,京AFX809
HFFHD20190603000358,1.0,0.0108,2.5,北京市海淀区阜成路73号世纪裕惠大厦16层,39.93146023741913,116.30519918533537,京E95505
HFFHD20190603000399,3.0,0.03414,6.15,北京市海淀区上地南路6号院1号楼底商 刘敏,40.03570726833315,116.32506709633348,京Q7S2E7
HFFHD20190603000490,260.0,1.6744400000000002,343.91669999999993,北京市顺义区马坡镇京密路南卷段5号顺丰仓库（光大纸箱厂旁）,40.165907063131094,116.62978702159614,京FBM153
HFFHD20190603000544,1.0,0.02543,5.06,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000545,1.0,0.02543,4.97,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000546,1.0,0.02543,4.97,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HFFHD20190603000547,1.0,0.02543,4.97,NRTDOA-北京市通州区马驹桥镇兴贸一街十四号京东售后-周宏杰,39.76987001504703,116.57587386895655,京AFX809
HYFHD20190523001897,1.0,0.19402,28.75,北京东城东城区体育馆路国家体育总局,39.88894508909617,116.43479597675059,京LAS851
HYFHD20190603000281,1.0,0.05832999999999999,9.55,海淀北京市海淀区知春路111号理想大厦B1北纬库房,39.98266814149613,116.32819039859163,京PBA810
HYFHD20190603000289,9.0,0.5249699999999999,85.95,朝阳区北京市朝阳区红军营南路天朗园汇中广场C座2层,40.03847691917833,116.42078910406927,京EM0606
HYFHD20190603000321,9.0,0.16668,28.98,北京西城区太平桥大街25号 中国光大中心B座7层705/沈小伟,39.92356867210971,116.3702962936759,京E95505
